# Annotated with Bakta
# Software: v1.9.3
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_3	cds	47011	47892	+	IGAEJH_02070	noc	nucleoid occlusion protein	GO:0032466, GO:0043565, KEGG:K03497, RefSeq:WP_012846710.1, SO:0001217, UniParc:UPI0001BB6526, UniRef:UniRef100_A0A1Y4IBC4, UniRef:UniRef50_A0A556UE31, UniRef:UniRef90_A0A133P6I6
contig_3	cds	47908	48681	+	IGAEJH_02075	parA	ParA family protein	KEGG:K03496, RefSeq:WP_004896524.1, SO:0001217, UniParc:UPI00019F4C1E, UniRef:UniRef100_C2E4F5, UniRef:UniRef50_A0A1V5Y4L8, UniRef:UniRef90_A0A133P6C0
contig_3	cds	48665	49546	+	IGAEJH_02080	parB	Chromosome partitioning protein ParB	KEGG:K03497, SO:0001217, UniRef:UniRef50_F2I8P3, UniRef:UniRef90_A0A133P648
contig_3	cds	49566	49814	+	IGAEJH_02085		DUF951 domain-containing protein	RefSeq:WP_012846707.1, SO:0001217, UniParc:UPI0001BB6523, UniRef:UniRef100_A0A1Y4ID90, UniRef:UniRef50_A0A0R1QFM4, UniRef:UniRef90_A0A133P6B6
contig_3	cds	49837	50937	+	IGAEJH_02090	ychF	redox-regulated ATPase YchF	COG:COG0012, COG:J, GO:0005525, SO:0001217, UniParc:UPI00272C6538, UniRef:UniRef100_UPI00272C6538, UniRef:UniRef50_A0A0E4H3C6, UniRef:UniRef90_A0A8H9G4M2
contig_3	cds	50949	51782	+	IGAEJH_02095		DUF1129 domain-containing protein	RefSeq:WP_087284171.1, SO:0001217, UniParc:UPI000B3A3909, UniRef:UniRef100_A0A267M7S6, UniRef:UniRef50_A0A0R2DE17, UniRef:UniRef90_A0A0R2DE17
contig_3	cds	51918	53648	+	IGAEJH_02100		Multidrug ABC transporter ATP-binding and permease protein	SO:0001217, UniRef:UniRef50_U4TN78, UniRef:UniRef90_A0A2Z6PTZ4
contig_3	cds	53662	55518	+	IGAEJH_02105		ABC transporter ATPase and permease components	SO:0001217, UniRef:UniRef50_A0A2X0PEH3, UniRef:UniRef90_D0R603
contig_3	cds	55675	56361	+	IGAEJH_02110		DNA-binding response regulator	RefSeq:WP_003649950.1, SO:0001217, UniParc:UPI0000239FB1, UniRef:UniRef100_A0A133P6N9, UniRef:UniRef50_A0A1D7ZX63, UniRef:UniRef90_A0A133P6N9
contig_3	cds	56367	57524	+	IGAEJH_02115		histidine kinase	RefSeq:WP_012846704.1, SO:0001217, UniParc:UPI0001BB6520, UniRef:UniRef100_A0A1Y4IL02, UniRef:UniRef50_A0A9D2ALC6, UniRef:UniRef90_A0A133P6Y8
contig_3	cds	57561	59132	+	IGAEJH_02120	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	EC:6.3.2.13, RefSeq:WP_012846703.1, SO:0001217, UniParc:UPI0001BB651F, UniRef:UniRef100_A0A921EJR0, UniRef:UniRef50_Q5FI54, UniRef:UniRef90_I7JVA8
contig_3	cds	59135	59884	+	IGAEJH_02125	racX	Amino acid racemase YgeA	COG:COG1794, COG:M, RefSeq:WP_094497915.1, SO:0001217, UniParc:UPI000B994B59, UniRef:UniRef100_A0A256MC38, UniRef:UniRef50_K6R205, UniRef:UniRef90_I7KHY2
contig_3	cds	60007	60903	+	IGAEJH_02130		ABC transporter ATPase component	SO:0001217, UniRef:UniRef50_A0A064C3G9, UniRef:UniRef90_D0R5Z8
contig_3	cds	60896	62122	+	IGAEJH_02135		ABC transporter permease component	RefSeq:WP_158172708.1, SO:0001217, UniParc:UPI0013031EF5, UniRef:UniRef100_A0A6B9HX43, UniRef:UniRef50_C2EPG2, UniRef:UniRef90_D0R5Z7
contig_3	cds	62210	64516	+	IGAEJH_02140		Alpha-glucosidase	SO:0001217, UniRef:UniRef50_Q5FI60, UniRef:UniRef90_D0R5Z6
contig_3	cds	64692	65450	+	IGAEJH_02145		HTH deoR-type domain-containing protein	RefSeq:WP_012846698.1, SO:0001217, UniParc:UPI0001BB651A, UniRef:UniRef100_A0A921EIC9, UniRef:UniRef50_A0A0R2DA55, UniRef:UniRef90_A0A0R2DA55
contig_3	cds	65447	66361	+	IGAEJH_02150	pfkB	1-phosphofructokinase	EC:2.7.1.56, GO:0008662, KEGG:K00882, SO:0001217, UniRef:UniRef50_A0A133P6R3, UniRef:UniRef90_A0A133P6R3
contig_3	cds	66402	68387	+	IGAEJH_02155		PTS fructose transporter subunit IIC	SO:0001217, UniRef:UniRef50_A0A6N3EQ38, UniRef:UniRef90_A0A133P6R9
contig_3	cds	68843	70012	+	IGAEJH_02160		YSIRK-type signal peptide-containing protein	SO:0001217, UniRef:UniRef50_A0A921EHJ6
contig_3	cds	70293	70727	+	IGAEJH_02165		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0021512358, UniRef:UniRef90_UPI0021512358
contig_3	cds	71720	72505	+	IGAEJH_02170		Cof-like hydrolase	RefSeq:WP_087284198.1, SO:0001217, UniParc:UPI000B3ACAB3, UniRef:UniRef100_A0A267M7S8, UniRef:UniRef50_C2E4H5, UniRef:UniRef90_C2E4H5
contig_3	cds	72535	72813	+	IGAEJH_02175	arsR	ArsR family transcriptional regulator	RefSeq:WP_011162513.1, SO:0001217, UniParc:UPI0000239FA4, UniRef:UniRef100_A0A137PP16, UniRef:UniRef50_A0A0R1PC03, UniRef:UniRef90_A0A1V3Y2F9
contig_3	cds	73115	74014	+	IGAEJH_02180		Metal ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_G6F5I2, UniRef:UniRef90_A0A267M7R1
contig_3	cds	74051	74710	+	IGAEJH_02185		ABC superfamily ATP binding cassette transporter, ABC protein	RefSeq:WP_087712618.1, SO:0001217, UniParc:UPI000B4037A2, UniRef:UniRef100_A0A267LV25, UniRef:UniRef50_C2E4H8, UniRef:UniRef90_C2E4H8
contig_3	cds	74710	75501	+	IGAEJH_02190		ABC transporter	RefSeq:WP_012846690.1, SO:0001217, UniParc:UPI0001BB6512, UniRef:UniRef100_A0A267LSN8, UniRef:UniRef50_A0A0D5ML87, UniRef:UniRef90_A0A133P715
contig_3	cds	75623	77134	+	IGAEJH_02195		L-lactate permease	SO:0001217, UniRef:UniRef50_O33654, UniRef:UniRef90_D0R5Y5
contig_3	cds	77203	79011	-	IGAEJH_02200	pepF	oligoendopeptidase F	GO:0004222, GO:0006508, SO:0001217, UniRef:UniRef50_Q8E0C9, UniRef:UniRef90_A0A1Y0E4D9
contig_3	cds	79175	80299	+	IGAEJH_02205		Cell envelope-related transcriptional attenuator domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2Z6TQU6, UniRef:UniRef90_Q74HQ1
contig_3	cds	80404	80676	-	IGAEJH_02210		Lipoprotein	RefSeq:WP_012846686.1, SO:0001217, UniParc:UPI0001BB650E, UniRef:UniRef100_A0A267M867, UniRef:UniRef50_A0A366KHR3, UniRef:UniRef90_Q74HQ2
contig_3	cds	80901	81284	+	IGAEJH_02215		ABC transporter ATP-binding protein	RefSeq:WP_012846685.1, SO:0001217, UniParc:UPI0001BB650D, UniRef:UniRef100_A0A1Y4IEY4, UniRef:UniRef50_A0A0F4L6Y1, UniRef:UniRef90_C2E4I4
contig_3	cds	81284	82831	+	IGAEJH_02220	ccmA	heme ABC exporter ATP-binding protein CcmA	EC:7.6.2.5, GO:0015439, GO:0015886, GO:0043190, RefSeq:WP_012846684.1, SO:0001217, UniParc:UPI0001BB650C, UniRef:UniRef100_A0A1Y4IIU1, UniRef:UniRef50_A0A1B2IYZ2, UniRef:UniRef90_A0A249NMT5
contig_3	cds	82848	83630	+	IGAEJH_02225		Threonine/serine exporter-like N-terminal domain-containing protein	RefSeq:WP_012846683.1, SO:0001217, UniParc:UPI0001BB650B, UniRef:UniRef100_A0A921EM58, UniRef:UniRef50_G6F8I5, UniRef:UniRef90_Q74HQ5
contig_3	cds	83630	84100	+	IGAEJH_02230	thrE	Threonine/Serine exporter ThrE domain-containing protein	RefSeq:WP_220171570.1, SO:0001217, UniParc:UPI001C68D977, UniRef:UniRef100_UPI001C68D977, UniRef:UniRef50_C2EPI6, UniRef:UniRef90_A0A0R2DI52
contig_3	ncRNA	84111	84226	+	IGAEJH_02235	COG3610-DE	COG3610-DE RNA	RFAM:RF03066, SO:0000655
contig_3	cds	84331	84582	+	IGAEJH_02240	abrB	AbrB family transcriptional regulator	RefSeq:WP_012846681.1, SO:0001217, UniParc:UPI0001BB6A61, UniRef:UniRef100_A0A1Y4IB92, UniRef:UniRef50_A0A249NM44, UniRef:UniRef90_A0A1Y4IB92
contig_3	cds	84569	84910	+	IGAEJH_02245	pemK	PemK family growth inhibitor	SO:0001217, UniParc:UPI000B3FE53A, UniRef:UniRef100_A0A1Z1N9N8, UniRef:UniRef50_A0A133P6Y2, UniRef:UniRef90_A0A0R1I7R3
contig_3	cds	84996	85481	+	IGAEJH_02250		hypothetical protein	RefSeq:WP_004896558.1, SO:0001217, UniParc:UPI0000239F96, UniRef:UniRef100_C2E4J0, UniRef:UniRef50_C8PCQ9, UniRef:UniRef90_C2E4J0
contig_3	cds	85506	86447	-	IGAEJH_02255		ribonucleoside-diphosphate reductase	RefSeq:WP_223661183.1, SO:0001217, UniParc:UPI001CBCFE67, UniRef:UniRef100_UPI001CBCFE67, UniRef:UniRef50_D5GZL6, UniRef:UniRef90_D0R5X4
contig_3	cds	86440	86901	-	IGAEJH_02260	nrdI	class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI	GO:0009263, RefSeq:WP_087712627.1, SO:0001217, UniParc:UPI000B3FD5EA, UniRef:UniRef100_A0A267LSS6, UniRef:UniRef50_A0A249NMY8, UniRef:UniRef90_A0A249NMY8
contig_3	cds	87044	87670	+	IGAEJH_02265		ABC transporter permease	RefSeq:WP_087285318.1, SO:0001217, UniParc:UPI000B3A9527, UniRef:UniRef100_A0A1Y4I2L6, UniRef:UniRef50_Q74HR2, UniRef:UniRef90_Q74HR2
contig_3	cds	87740	89269	-	IGAEJH_02270		O-antigen ligase domain-containing protein	SO:0001217, UniRef:UniRef50_Q74HR3, UniRef:UniRef90_Q74HR3
contig_3	cds	89313	89606	-	IGAEJH_02275		DUF2187 domain-containing protein	RefSeq:WP_004896564.1, SO:0001217, UniParc:UPI0000239F91, UniRef:UniRef100_C2E4J6, UniRef:UniRef50_Q5FIB7, UniRef:UniRef90_C2E4J6
contig_3	cds	89697	90254	+	IGAEJH_02280		Guanylate kinase	SO:0001217, UniRef:UniRef50_Q1G8D5, UniRef:UniRef90_C2E4J7
contig_3	cds	90448	91605	+	IGAEJH_02285		NlpC/P60 domain-containing protein	SO:0001217, UniRef:UniRef50_Q74HR6
contig_3	cds	91709	92917	+	IGAEJH_02290		Murein L,D-transpeptidase	RefSeq:WP_158172691.1, SO:0001217, UniParc:UPI0013038071, UniRef:UniRef100_A0A6B9I178, UniRef:UniRef50_D0R5W7, UniRef:UniRef90_D0R5W7
contig_3	cds	92962	94242	-	IGAEJH_02295	hflX	GTPase HflX	GO:0005525, GO:0008150, SO:0001217, UniRef:UniRef50_A4UAE4, UniRef:UniRef90_Q74HR8
contig_3	cds	95021	96469	-	IGAEJH_02300		Amino acid permease	RefSeq:WP_004896569.1, SO:0001217, UniParc:UPI00019F4628, UniRef:UniRef100_C2E4K1, UniRef:UniRef50_Q74HS2, UniRef:UniRef90_Q74HS2
contig_3	cds	96709	97455	+	IGAEJH_02305		ABC transporter ATP-binding protein	RefSeq:WP_087285312.1, SO:0001217, UniParc:UPI000B377486, UniRef:UniRef100_A0A1Y4I2L3, UniRef:UniRef50_A0A2A7SQ30, UniRef:UniRef90_A0A133PCN1
contig_3	cds	97475	99343	+	IGAEJH_02310		ABC3 transporter permease protein domain-containing protein	SO:0001217, UniRef:UniRef50_Q74HS4, UniRef:UniRef90_Q74HS4
contig_3	cds	99378	100028	-	IGAEJH_02315		Phosphoglycerate mutase	SO:0001217, UniRef:UniRef50_A0A0D5ML48, UniRef:UniRef90_D0R5W2
contig_3	cds	100071	100286	-	IGAEJH_02320		G-protein coupled receptors family 1 profile domain-containing protein	SO:0001217, UniRef:UniRef50_C2E4K7, UniRef:UniRef90_C2E4K7
contig_3	cds	100390	100734	+	IGAEJH_02325		Integral membrane protein	RefSeq:WP_011162488.1, SO:0001217, UniParc:UPI0000239F84, UniRef:UniRef100_A0A9X6P8C6, UniRef:UniRef50_C2E4K8, UniRef:UniRef90_C2E4K8
contig_3	cds	100861	101022	+	IGAEJH_02330		Exodeoxyribonuclease III	SO:0001217, UniRef:UniRef50_C2E4K9, UniRef:UniRef90_C2E4K9
contig_3	cds	101086	101625	+	IGAEJH_02335		exodeoxyribonuclease III	SO:0001217, UniRef:UniRef50_C2E4L0, UniRef:UniRef90_C2E4L0
contig_3	cds	101699	102943	-	IGAEJH_02340		N-acetylglucosamine and glucose PTS, EIICBA	SO:0001217, UniRef:UniRef50_A0A656YAC5
contig_3	cds	102891	103739	-	IGAEJH_02345		PTS transporter subunit EIIC	SO:0001217, UniRef:UniRef50_A0A656Y9B6, UniRef:UniRef90_UPI002151801A
contig_3	cds	103767	104459	-	IGAEJH_02350	nanE	Putative N-acetylmannosamine-6-phosphate 2-epimerase	EC:5.1.3.9, GO:0005975, GO:0006051, GO:0009385, GO:0019262, GO:0047465, SO:0001217, UniRef:UniRef50_P0CB52, UniRef:UniRef90_Q74HT0
contig_3	cds	104588	105406	+	IGAEJH_02355		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A0F4LGX8, UniRef:UniRef90_D0R5V5
contig_3	cds	105637	108321	-	IGAEJH_02360	pacL3	Cation-transporting ATPase PacL3	SO:0001217, UniRef:UniRef50_Q5FIH9, UniRef:UniRef90_D0R5V4
contig_3	cds	108519	108701	+	IGAEJH_02365		DUF2273 domain-containing protein	RefSeq:WP_087285307.1, SO:0001217, UniParc:UPI000B3A72CF, UniRef:UniRef100_A0A6B9I135, UniRef:UniRef50_A0A346MU38, UniRef:UniRef90_A0A346MU38
contig_3	cds	108726	109370	-	IGAEJH_02370		Helicase	RefSeq:WP_095183085.1, SO:0001217, UniParc:UPI000BA405FA, UniRef:UniRef100_A0A267M3D2, UniRef:UniRef50_A0A2Z6PQ18, UniRef:UniRef90_A0A1V3Y0Q5
contig_3	cds	109515	111833	+	IGAEJH_02375	helD	RNA polymerase recycling motor HelD	SO:0001217, UniRef:UniRef50_A0A0R1IXH2, UniRef:UniRef90_C2E4L7
contig_3	cds	111977	112699	+	IGAEJH_02380		Peptidase C39-like domain-containing protein	SO:0001217, UniParc:UPI0022E7FD84, UniRef:UniRef100_UPI0022E7FD84, UniRef:UniRef50_Q5FIB1, UniRef:UniRef90_D0R5V0
contig_3	cds	112851	113534	-	IGAEJH_02385	murR	HTH-type transcriptional regulator MurR	RefSeq:WP_220171553.1, SO:0001217, UniParc:UPI001C68ACB8, UniRef:UniRef100_UPI001C68ACB8, UniRef:UniRef50_C7XKJ2, UniRef:UniRef90_A0A133PAH1
contig_3	cds	113569	114225	+	IGAEJH_02390	mgsA	MgsA AAA+ ATPase C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A101WJ56, UniRef:UniRef90_A0A0R2JXB4
contig_3	cds	114264	115589	+	IGAEJH_02395		Permease IIC component	KEGG:K02761, SO:0001217, UniRef:UniRef50_A0A1C5X200, UniRef:UniRef90_C2E4M1
contig_3	cds	115626	116198	-	IGAEJH_02400		SGNH/GDSL hydrolase family protein	SO:0001217, UniRef:UniRef50_A0A249NM84, UniRef:UniRef90_A0A267M5D1
contig_3	cds	116288	117139	+	IGAEJH_02405	coaA	type I pantothenate kinase	EC:2.7.1.33, GO:0004594, GO:0015937, KEGG:K00867, RefSeq:WP_004897971.1, SO:0001217, UniParc:UPI0000239F79, UniRef:UniRef100_A0A137PNX6, UniRef:UniRef50_D0R5U8, UniRef:UniRef90_D0R5U8
contig_3	cds	117152	117724	+	IGAEJH_02410	efp	elongation factor P	GO:0003746, GO:0005737, GO:0006414, RefSeq:WP_012846655.1, SO:0001217, UniParc:UPI0001BB6A46, UniRef:UniRef100_A0A1Y4I2M7, UniRef:UniRef50_Q9CHN6, UniRef:UniRef90_Q74HT9
contig_3	cds	117781	118668	+	IGAEJH_02415		PRD domain-containing protein	SO:0001217, UniRef:UniRef50_Q74HU2, UniRef:UniRef90_A0A249NMQ1
contig_3	cds	118747	119319	+	IGAEJH_02420		PTS transporter subunit EIIC	SO:0001217, UniRef:UniRef50_A0A0R1N2F1, UniRef:UniRef90_UPI0021510CB4
contig_3	cds	119472	119765	+	IGAEJH_02425		(pseudo) PTS glucose transporter subunit IIA	SO:0001217, UniRef:UniRef50_A0A6F9YMU7, UniRef:UniRef90_UPI001C5EBE90
contig_3	cds	120019	121491	+	IGAEJH_02430		Glycosyl hydrolase family protein	SO:0001217, UniRef:UniRef50_A0A1C5T9J6, UniRef:UniRef90_A0A6B9HY61
contig_3	cds	121613	122527	+	IGAEJH_02435		Permease	RefSeq:WP_087712653.1, SO:0001217, UniParc:UPI000B40559F, UniRef:UniRef100_A0A1Z1N9C9, UniRef:UniRef50_N2AP79, UniRef:UniRef90_D0R5U3
contig_3	cds	122599	123414	-	IGAEJH_02440	orfB	OrfB for insertion sequence element IS1223A	SO:0001217, UniRef:UniRef50_D0R248
contig_3	cds	123434	124000	-	IGAEJH_02445	tnp	IS3 family transposase ORF A	GO:0004803, GO:0006313, GO:0043565, SO:0001217, UniRef:UniRef50_Q48585, UniRef:UniRef90_Q48585
contig_3	cds	124279	126039	+	IGAEJH_02450	oppA	Oligopeptide-binding protein OppA	SO:0001217, UniRef:UniRef50_A0A8H9G552, UniRef:UniRef90_D0R5U2
contig_3	cds	126325	127245	+	IGAEJH_02455		PTS system mannose-specific EIIAB component	RefSeq:WP_012846649.1, SO:0001217, UniParc:UPI0001BB6A40, UniRef:UniRef100_A0A6B9I177, UniRef:UniRef50_Q74HU6, UniRef:UniRef90_Q74HU6
contig_3	cds	127261	128070	+	IGAEJH_02460		PTS family mannose fructose sorbose porter component IIC	SO:0001217, UniRef:UniRef50_R2P2Q1, UniRef:UniRef90_C2E4M9
contig_3	cds	128060	128863	+	IGAEJH_02465		Phosphoenolpyruvate-dependent sugar phosphotransferase system EIID, N-acetylgalactosamine specific	SO:0001217, UniParc:UPI001303CFAA, UniRef:UniRef100_A0A921JPB6, UniRef:UniRef50_A0A243PL22, UniRef:UniRef90_A0A0R2DC36
contig_3	cds	128948	129343	+	IGAEJH_02470		DUF3278 domain-containing protein	RefSeq:WP_012846648.1, SO:0001217, UniParc:UPI0001BB6A08, UniRef:UniRef100_D0R5T8, UniRef:UniRef50_A0A833FKN9, UniRef:UniRef90_A0A1Z1N900
contig_3	cds	129405	129881	-	IGAEJH_02475		S-ribosylhomocysteine lyase	EC:4.4.1.21, KEGG:K07173, SO:0001217, UniRef:UniRef50_A3CPX9, UniRef:UniRef90_C2E4N2
contig_3	cds	129896	131005	-	IGAEJH_02480		vitamin B12 independent methionine synthase	RefSeq:WP_087712657.1, SO:0001217, UniParc:UPI000B3FF914, UniRef:UniRef100_A0A921EL94, UniRef:UniRef50_A0A074J061, UniRef:UniRef90_Q74HV1
contig_3	ncRNA-region	131217	131469	-			T-box leader	RFAM:RF00230, SO:0000140
contig_3	cds	131532	132920	-	IGAEJH_02485		Cation:dicarboxylase symporter family transporter	RefSeq:WP_095154573.1, SO:0001217, UniParc:UPI000BA3FD20, UniRef:UniRef100_UPI000BA3FD20, UniRef:UniRef50_D0R5T4, UniRef:UniRef90_D0R5T4
contig_3	cds	133330	134064	+	IGAEJH_02490		Oxidoreductase	RefSeq:WP_061400226.1, SO:0001217, UniParc:UPI000775B56A, UniRef:UniRef100_A0A9X5AM58, UniRef:UniRef50_Q5FIK6, UniRef:UniRef90_Q74HV3
contig_3	cds	134183	134557	-	IGAEJH_02495	mscL	large-conductance mechanosensitive channel protein MscL	GO:0005886, GO:0008381, GO:0016020, GO:0034220, KEGG:K03282, RefSeq:WP_004896604.1, SO:0001217, UniParc:UPI00019F46A1, UniRef:UniRef100_C2E4N6, UniRef:UniRef50_Q04FK1, UniRef:UniRef90_Q041C3
contig_3	cds	134666	134830	-	IGAEJH_02500		LPXTG-motif cell wall anchor domain protein	RefSeq:WP_004896605.1, SO:0001217, UniParc:UPI00019F46A2, UniRef:UniRef100_C2E4N7, UniRef:UniRef50_C2E4N7, UniRef:UniRef90_C2E4N7
contig_3	cds	135269	136039	+	IGAEJH_02505	pnuC	nicotinamide riboside transporter PnuC	GO:0015663, GO:0015890, GO:0016020, RefSeq:WP_012846641.1, SO:0001217, UniParc:UPI0001BB6A01, UniRef:UniRef100_A0A256MJM4, UniRef:UniRef50_Q74HW2, UniRef:UniRef90_Q74HW2
contig_3	cds	136109	136645	+	IGAEJH_02510		Oxidoreductase	RefSeq:WP_012846640.1, SO:0001217, UniParc:UPI0001BB6A00, UniRef:UniRef100_A0A1Y4I366, UniRef:UniRef50_Q74HW3, UniRef:UniRef90_Q74HW3
contig_3	cds	136709	137983	+	IGAEJH_02515	pepT	peptidase T	EC:3.4.11.4, GO:0006508, GO:0045148, KEGG:K01258, SO:0001217, UniRef:UniRef50_A0A1E5GT36, UniRef:UniRef90_C2E4P0
contig_3	cds	137990	138439	+	IGAEJH_02520		DUF3290 domain-containing protein	SO:0001217, UniParc:UPI0026246F36, UniRef:UniRef100_UPI0026246F36, UniRef:UniRef50_Q5FIL1, UniRef:UniRef90_A0A1Y4I381
contig_3	cds	138447	139082	+	IGAEJH_02525		DUF421 domain-containing protein	RefSeq:WP_004896610.1, SO:0001217, UniParc:UPI00019F46A7, UniRef:UniRef100_C2E4P2, UniRef:UniRef50_E1PLD8, UniRef:UniRef90_Q74HW6
contig_3	cds	139099	139899	+	IGAEJH_02530		Deacetylase sirtuin-type domain-containing protein	SO:0001217, UniRef:UniRef50_I7LFQ8, UniRef:UniRef90_I1WY65
contig_3	cds	139913	140875	+	IGAEJH_02535		BRCT domain-containing protein	RefSeq:WP_004896612.1, SO:0001217, UniParc:UPI00019F46A9, UniRef:UniRef100_C2E4P4, UniRef:UniRef50_A0A3S8SC28, UniRef:UniRef90_D0R5S5
contig_3	cds	141337	141984	-	IGAEJH_02540		Low temperature requirement protein A	SO:0001217, UniRef:UniRef50_D0R5S3, UniRef:UniRef90_D0R5S3
contig_3	cds	142040	142864	-	IGAEJH_02545		2,5-didehydrogluconate reductase	RefSeq:WP_087712664.1, SO:0001217, UniParc:UPI000B3FAFFE, UniRef:UniRef100_A0A1Z1N9I5, UniRef:UniRef50_F4BPL5, UniRef:UniRef90_C2E4P7
contig_3	cds	143002	143850	+	IGAEJH_02550		Extracellular/cell surface DNA-entry nuclease	RefSeq:WP_249564922.1, SO:0001217, UniParc:UPI00201A6EB0, UniRef:UniRef100_UPI00201A6EB0, UniRef:UniRef50_J9W5Q5, UniRef:UniRef90_D0R5S1
contig_3	cds	143882	145315	+	IGAEJH_02555		C69 family dipeptidase	EC:3.4.13.-, GO:0006508, GO:0016805, SO:0001217, UniRef:UniRef50_F9UT31, UniRef:UniRef90_D0R5S0
contig_3	cds	145623	146708	+	IGAEJH_02560		Glycerol-3-phosphate ABC transporter ATP-binding protein	RefSeq:WP_191362013.1, SO:0001217, UniParc:UPI00174AAAD8, UniRef:UniRef100_A0A921EMD8, UniRef:UniRef50_A0A0D5MJJ9, UniRef:UniRef90_A0A2Z6PTP4
contig_3	cds	146708	147571	+	IGAEJH_02565		Sugar ABC transporter permease protein	RefSeq:WP_004897934.1, SO:0001217, UniParc:UPI0000239F57, UniRef:UniRef100_A0A1B3PTS2, UniRef:UniRef50_V9H4H5, UniRef:UniRef90_A0A2Z6Q3I4
contig_3	cds	147573	148403	+	IGAEJH_02570		Carbohydrate ABC transporter permease	RefSeq:WP_087285249.1, SO:0001217, UniParc:UPI000B39ED0F, UniRef:UniRef100_UPI000B39ED0F, UniRef:UniRef50_V9HFL9, UniRef:UniRef90_A0A133P9U4
contig_3	cds	148387	149688	+	IGAEJH_02575		Metallo-beta-lactamase domain-containing protein	RefSeq:WP_087285248.1, SO:0001217, UniParc:UPI000B371EE4, UniRef:UniRef100_A0A6B9I078, UniRef:UniRef50_Q5FIM0, UniRef:UniRef90_D0R5R6
contig_3	cds	149733	151037	+	IGAEJH_02580		Extracellular solute-binding protein	SO:0001217, UniRef:UniRef50_D0BM32, UniRef:UniRef90_Q74HX8
contig_3	cds	151104	151472	-	IGAEJH_02585		Integral membrane protein	RefSeq:WP_004897931.1, SO:0001217, UniParc:UPI0000239F52, UniRef:UniRef100_A0A9X5AKV0, UniRef:UniRef50_Q5FIJ6, UniRef:UniRef90_A0A0R2D9J3
contig_3	cds	151623	152081	+	IGAEJH_02590		Transcriptional regulator	RefSeq:WP_242078863.1, SO:0001217, UniParc:UPI001F56B3F7, UniRef:UniRef100_UPI001F56B3F7, UniRef:UniRef50_A0A133QC66, UniRef:UniRef90_D0R5R3
contig_3	cds	152083	152607	+	IGAEJH_02595		N-acetyltransferase	RefSeq:WP_242078862.1, SO:0001217, UniParc:UPI001F56413E, UniRef:UniRef100_UPI001F56413E, UniRef:UniRef50_P46543, UniRef:UniRef90_A0A0R2DK89
contig_3	cds	152607	153047	+	IGAEJH_02600		N-acetyltransferase domain-containing protein	RefSeq:WP_220171533.1, SO:0001217, UniParc:UPI001C68C40C, UniRef:UniRef100_UPI001C68C40C, UniRef:UniRef50_A0A0R1P1S4, UniRef:UniRef90_D0R5R1
contig_3	cds	153092	154015	-	IGAEJH_02605		ATPase BadF/BadG/BcrA/BcrD type domain-containing protein	RefSeq:WP_004896629.1, SO:0001217, UniParc:UPI00019F46B8, UniRef:UniRef100_A0A1B3PTQ3, UniRef:UniRef50_A0A3Q8SRM6, UniRef:UniRef90_Q74HY3
contig_3	cds	154207	155151	+	IGAEJH_02610		Beta-lactamase class A catalytic domain-containing protein	RefSeq:WP_249564912.1, SO:0001217, UniParc:UPI00201A5720, UniRef:UniRef100_UPI00201A5720, UniRef:UniRef50_Q74HY4, UniRef:UniRef90_Q74HY4
contig_3	cds	155280	155843	+	IGAEJH_02615		HTH tetR-type domain-containing protein	RefSeq:WP_034525410.1, SO:0001217, UniParc:UPI0002F176EF, UniRef:UniRef100_UPI0002F176EF, UniRef:UniRef50_Q74HY5, UniRef:UniRef90_Q74HY5
contig_3	cds	155863	159474	+	IGAEJH_02620		SSD domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Y4W3M0, UniRef:UniRef90_A0A6B9HZ05
contig_3	cds	159549	160352	-	IGAEJH_02625		HAD hydrolase, family IIB	SO:0001217, UniRef:UniRef50_Q5FHS8, UniRef:UniRef90_C2E4R5
contig_3	cds	160500	161183	+	IGAEJH_02630		TVP38/TMEM64 family membrane protein	SO:0001217, UniRef:UniRef50_Q74HY8, UniRef:UniRef90_Q74HY8
contig_3	cds	161257	162267	+	IGAEJH_02635		zinc ribbon domain-containing protein	SO:0001217, UniRef:UniRef50_Q74HY9, UniRef:UniRef90_UPI0026219FC8
contig_3	cds	162316	163689	-	IGAEJH_02640		Succinate-semialdehyde dehydrogenase	SO:0001217, UniRef:UniRef50_A0A2V4ET25, UniRef:UniRef90_D0R5Q3
contig_3	cds	163792	164634	-	IGAEJH_02645		DNA-binding helix-turn-helix protein	SO:0001217, UniRef:UniRef50_N2AET0, UniRef:UniRef90_C2E4R9
contig_3	cds	164621	165427	-	IGAEJH_02650		Esterase	RefSeq:WP_069168662.1, SO:0001217, UniParc:UPI0008400B3A, UniRef:UniRef100_A0A9W3X5E4, UniRef:UniRef50_D4YTZ3, UniRef:UniRef90_D0R5Q1
